,title,tags
267,Kingdom of Heaven,"['drama', 'action', 'adventure', 'history', 'war', 'crusade', 'epic', 'knight', 'swordsman', 'order of the templars', 'religious', 'knight templars', 'saladin', 'king richard', 'After', 'his', 'wife', 'dies,', 'a', 'blacksmith', 'named', 'Balian', 'is', 'thrust', 'into', 'royalty,', 'political', 'intrigue', 'and', 'bloody', 'holy', 'wars', 'during', 'the', 'Crusades.', 'orlandobloom', 'evagreen', 'jeremyirons', 'ridleyscott']"
268,Stuart Little,"['animation', 'fantasy', 'family', 'comedy', 'brother brother relationship', 'based on novel', 'cat', 'mouse', 'adoption', 'orphanage', 'step brother', 'kids and family', 'new york city twin towers', 'gangster', 'The', 'adventures', 'of', 'a', 'heroic', 'and', 'debonair', 'stalwart', 'mouse', 'named', 'Stuart', 'Little', 'with', 'human', 'qualities,', 'who', 'faces', 'some', 'comic', 'misadventures', 'while', 'searching', 'for', 'his', 'lost', 'bird', 'friend', 'and', 'living', 'with', 'a', 'human', 'family', 'as', 'their', 'child.', 'michaelj.fox', 'geenadavis', 'hughlaurie', 'robminkoff']"
269,The Princess and the Frog,"['romance', 'family', 'animation', 'music', 'based on novel', 'voodoo', 'kiss', 'princess', 'animation', 'cajun', 'firefly', 'based on fairy tale', 'duringcreditsstinger', 'big dreams', 'frog prince', 'charlatan', 'A', 'waitress,', 'desperate', 'to', 'fulfill', 'her', 'dreams', 'as', 'a', 'restaurant', 'owner,', 'is', 'set', 'on', 'a', 'journey', 'to', 'turn', 'a', 'frog', 'prince', 'back', 'into', 'a', 'human', 'being,', 'but', 'she', 'has', 'to', 'do', 'face', 'the', 'same', 'problem', 'after', 'she', 'kisses', 'him.', 'anikanonirose', 'brunocampos', 'keithdavid', 'ronclements', 'johnmusker']"
270,The Martian,"['drama', 'adventure', 'sciencefiction', 'based on novel', 'mars', 'nasa', 'isolation', 'botanist', 'stranded', 'spaceship', 'space', 'engineering', 'survival', 'astronaut', 'science', 'deep space explorer', 'duringcreditsstinger', 'battle for survival', 'During', 'a', 'manned', 'mission', 'to', 'Mars,', 'Astronaut', 'Mark', 'Watney', 'is', 'presumed', 'dead', 'after', 'a', 'fierce', 'storm', 'and', 'left', 'behind', 'by', 'his', 'crew.', 'But', 'Watney', 'has', 'survived', 'and', 'finds', 'himself', 'stranded', 'and', 'alone', 'on', 'the', 'hostile', 'planet.', 'With', 'only', 'meager', 'supplies,', 'he', 'must', 'draw', 'upon', 'his', 'ingenuity,', 'wit', 'and', 'spirit', 'to', 'subsist', 'and', 'find', 'a', 'way', 'to', 'signal', 'to', 'Earth', 'that', 'he', 'is', 'alive.', 'mattdamon', 'jessicachastain', 'kristenwiig', 'ridleyscott']"
271,The Island,"['action', 'thriller', 'sciencefiction', 'adventure', 'clone', 'transplantation', ""love of one's life"", 'dystopia', 'genetics', 'freedom', 'escape', 'cloning', 'plague', 'In', '2019,', 'Lincoln', 'Six-Echo', 'is', 'a', 'resident', 'of', 'a', 'seemingly', '""Utopian""', 'but', 'contained', 'facility.', 'Like', 'all', 'of', 'the', 'inhabitants', 'of', 'this', 'carefully-controlled', 'environment,', 'Lincoln', 'hopes', 'to', 'be', 'chosen', 'to', 'go', 'to', 'The', 'Island', '—', 'reportedly', 'the', 'last', 'uncontaminated', 'location', 'on', 'the', 'planet.', 'But', 'Lincoln', 'soon', 'discovers', 'that', 'everything', 'about', 'his', 'existence', 'is', 'a', 'lie.', 'ewanmcgregor', 'scarlettjohansson', 'djimonhounsou', 'michaelbay']"
272,Town & Country,"['comedy', 'romance', 'architect', 'cellist', 'friends', 'anniversary', 'Porter', 'Stoddard', 'is', 'a', 'well-known', 'New', 'York', 'architect', 'who', 'is', 'at', 'a', 'crossroads...', 'a', 'nexus', 'where', 'twists', 'and', 'turns', 'lead', 'to', 'myriad', 'missteps', 'some', 'with', 'his', 'wife', 'Ellie,', 'others', 'with', 'longtime', 'friends', 'Mona', 'and', 'her', 'husband', 'Griffin.', 'Deciding', 'which', 'direction', 'to', 'take', 'often', 'leads', 'to', 'unexpected', 'encounters', 'with', 'hilarious', 'consequences.', 'warrenbeatty', 'dianekeaton', 'goldiehawn', 'peterchelsom']"
273,Gone in Sixty Seconds,"['action', 'crime', 'thriller', 'brother brother relationship', 'detective', 'car race', 'car thief', 'blackmail', 'brother', 'remake', 'heist', 'betrayal', 'organized crime', 'shootout', 'police chase', 'explosion', 'violence', 'lock pick', 'car chase', 'stakeout', 'illegal drugs', 'car movie', 'stolen cars', 'ford mustang', 'blacklight', 'Upon', 'learning', 'that', 'he', 'has', 'to', 'come', 'out', 'of', 'retirement', 'to', 'steal', '50', 'cars', 'in', 'one', 'night', 'to', 'save', 'his', 'brother', ""Kip's"", 'life,', 'former', 'car', 'thief', 'Randall', '""Memphis""', 'Raines', 'enlists', 'help', 'from', 'a', 'few', '""boost', 'happy""', 'pals', 'to', 'accomplish', 'a', 'seemingly', 'impossible', 'feat.', 'From', 'countless', 'car', 'chases', 'to', 'relentless', 'cops,', 'the', 'high-octane', 'excitement', 'builds', 'as', 'Randall', 'swerves', 'around', 'more', 'than', 'a', 'few', 'roadblocks', 'to', 'keep', 'Kip', 'alive.', 'nicolascage', 'angelinajolie', 'giovanniribisi', 'dominicsena']"
274,Gladiator,"['action', 'drama', 'adventure', 'rome', 'gladiator', 'arena', 'senate', 'roman empire', 'emperor', 'slavery', 'battlefield', 'blood', 'ancient world', 'father daughter relationship', 'combat', 'mother son relationship', 'dream sequence', 'chariot', 'philosopher', 'barbarian horde', '2nd century', 'successor', 'In', 'the', 'year', '180,', 'the', 'death', 'of', 'emperor', 'Marcus', 'Aurelius', 'throws', 'the', 'Roman', 'Empire', 'into', 'chaos.', 'Maximus', 'is', 'one', 'of', 'the', 'Roman', ""army's"", 'most', 'capable', 'and', 'trusted', 'generals', 'and', 'a', 'key', 'advisor', 'to', 'the', 'emperor.', 'As', ""Marcus'"", 'devious', 'son', 'Commodus', 'ascends', 'to', 'the', 'throne,', 'Maximus', 'is', 'set', 'to', 'be', 'executed.', 'He', 'escapes,', 'but', 'is', 'captured', 'by', 'slave', 'traders.', 'Renamed', 'Spaniard', 'and', 'forced', 'to', 'become', 'a', 'gladiator,', 'Maximus', 'must', 'battle', 'to', 'the', 'death', 'with', 'other', 'men', 'for', 'the', 'amusement', 'of', 'paying', 'audiences.', 'His', 'battle', 'skills', 'serve', 'him', 'well,', 'and', 'he', 'becomes', 'one', 'of', 'the', 'most', 'famous', 'and', 'admired', 'men', 'to', 'fight', 'in', 'the', 'Colosseum.', 'Determined', 'to', 'avenge', 'himself', 'against', 'the', 'man', 'who', 'took', 'away', 'his', 'freedom', 'and', 'laid', 'waste', 'to', 'his', 'family,', 'Maximus', 'believes', 'that', 'he', 'can', 'use', 'his', 'fame', 'and', 'skill', 'in', 'the', 'ring', 'to', 'avenge', 'the', 'loss', 'of', 'his', 'family', 'and', 'former', 'glory.', 'As', 'the', 'gladiator', 'begins', 'to', 'challenge', 'his', 'rule,', 'Commodus', 'decides', 'to', 'put', 'his', 'own', 'fighting', 'mettle', 'to', 'the', 'test', 'by', 'squaring', 'off', 'with', 'Maximus', 'in', 'a', 'battle', 'to', 'the', 'death.', 'russellcrowe', 'joaquinphoenix', 'connienielsen', 'ridleyscott']"
275,Minority Report,"['action', 'thriller', 'sciencefiction', 'mystery', 'self-fulfilling prophecy', 'washington d.c.', 'evidence', 'future', 'hologram', 'dystopia', 'murder', 'neo-noir', 'future noir', 'John', 'Anderton', 'is', 'a', 'top', ""'Precrime'"", 'cop', 'in', 'the', 'late-21st', 'century,', 'when', 'technology', 'can', 'predict', 'crimes', 'before', ""they're"", 'committed.', 'But', 'Anderton', 'becomes', 'the', 'quarry', 'when', 'another', 'investigator', 'targets', 'him', 'for', 'a', 'murder', 'charge.', 'tomcruise', 'colinfarrell', 'samanthamorton', 'stevenspielberg']"
276,Harry Potter and the Chamber of Secrets,"['adventure', 'fantasy', 'family', 'flying car', 'witch', 'magic', 'cutting the cord', 'child hero', 'broom', ""sorcerer's apprentice"", 'school of witchcraft', 'giant snake', 'black magic', 'aftercreditsstinger', 'Ignoring', 'threats', 'to', 'his', 'life,', 'Harry', 'returns', 'to', 'Hogwarts', 'to', 'investigate', '–', 'aided', 'by', 'Ron', 'and', 'Hermione', '–', 'a', 'mysterious', 'series', 'of', 'attacks.', 'danielradcliffe', 'rupertgrint', 'emmawatson', 'chriscolumbus']"
277,Casino Royale,"['adventure', 'action', 'thriller', 'italy', 'poker', 'casino', 'terrorist', 'banker', 'money', 'free running', 'torture', 'british secret service', 'montenegro', 'Le', 'Chiffre,', 'a', 'banker', 'to', 'the', ""world's"", 'terrorists,', 'is', 'scheduled', 'to', 'participate', 'in', 'a', 'high-stakes', 'poker', 'game', 'in', 'Montenegro,', 'where', 'he', 'intends', 'to', 'use', 'his', 'winnings', 'to', 'establish', 'his', 'financial', 'grip', 'on', 'the', 'terrorist', 'market.', 'M', 'sends', 'Bond', '–', 'on', 'his', 'maiden', 'mission', 'as', 'a', '00', 'Agent', '–', 'to', 'attend', 'this', 'game', 'and', 'prevent', 'Le', 'Chiffre', 'from', 'winning.', 'With', 'the', 'help', 'of', 'Vesper', 'Lynd', 'and', 'Felix', 'Leiter,', 'Bond', 'enters', 'the', 'most', 'important', 'poker', 'game', 'in', 'his', 'already', 'dangerous', 'career.', 'danielcraig', 'evagreen', 'madsmikkelsen', 'martincampbell']"
278,Planet of the Apes,"['thriller', 'sciencefiction', 'action', 'adventure', 'gorilla', 'space marine', 'space suit', 'revolution', 'chimp', 'slavery', 'space travel', 'time travel', 'dystopia', 'alien planet', 'ape', 'human subjugation', 'After', 'a', 'spectacular', 'crash-landing', 'on', 'an', 'uncharted', 'planet,', 'brash', 'astronaut', 'Leo', 'Davidson', 'finds', 'himself', 'trapped', 'in', 'a', 'savage', 'world', 'where', 'talking', 'apes', 'dominate', 'the', 'human', 'race.', 'Desperate', 'to', 'find', 'a', 'way', 'home,', 'Leo', 'must', 'evade', 'the', 'invincible', 'gorilla', 'army', 'led', 'by', 'Ruthless', 'General', 'Thade.', 'markwahlberg', 'timroth', 'helenabonhamcarter', 'timburton']"
279,Terminator 2: Judgment Day,"['action', 'thriller', 'sciencefiction', 'cyborg', 'shotgun', 'post-apocalyptic', 'dystopia', 'moral ambiguity', 'mental institution', 'violence', 'fictional war', 'morphing', 'nuclear weapons', 'shape shifter', 'savior', 'catch phrase', 'Nearly', '10', 'years', 'have', 'passed', 'since', 'Sarah', 'Connor', 'was', 'targeted', 'for', 'termination', 'by', 'a', 'cyborg', 'from', 'the', 'future.', 'Now', 'her', 'son,', 'John,', 'the', 'future', 'leader', 'of', 'the', 'resistance,', 'is', 'the', 'target', 'for', 'a', 'newer,', 'more', 'deadly', 'terminator.', 'Once', 'again,', 'the', 'resistance', 'has', 'managed', 'to', 'send', 'a', 'protector', 'back', 'to', 'attempt', 'to', 'save', 'John', 'and', 'his', 'mother', 'Sarah.', 'arnoldschwarzenegger', 'lindahamilton', 'robertpatrick', 'jamescameron']"
280,Public Enemies,"['history', 'crime', 'drama', 'cinema', 'hiding place', 'machinegun', 'prison guard', 'escape from prison', 'dillinger', 'Depression-era', 'bank', 'robber', 'John', ""Dillinger's"", 'charm', 'and', 'audacity', 'endear', 'him', 'to', 'much', 'of', ""America's"", 'downtrodden', 'public,', 'but', ""he's"", 'also', 'a', 'thorn', 'in', 'the', 'side', 'of', 'J.', 'Edgar', 'Hoover', 'and', 'the', 'fledgling', 'FBI.', 'Desperate', 'to', 'capture', 'the', 'elusive', 'outlaw,', 'Hoover', 'makes', 'Dillinger', 'his', 'first', 'Public', 'Enemy', 'Number', 'One', 'and', 'assigns', 'his', 'top', 'agent,', 'Melvin', 'Purvis,', 'the', 'task', 'of', 'bringing', 'him', 'in', 'dead', 'or', 'alive.', 'christianbale', 'johnnydepp', 'giovanniribisi', 'michaelmann']"
281,American Gangster,"['drama', 'crime', 'underdog', 'black people', 'drug traffic', 'drug smuggle', 'society', 'ambition', 'rise and fall', 'cop', 'drug dealing', 'police corruption', 'gangster', 'crime', 'police detective', 'family', 'law enforcement', 'aftercreditsstinger', 'dishonesty', 'criminal heroes', 'Following', 'the', 'death', 'of', 'his', 'employer', 'and', 'mentor,', 'Bumpy', 'Johnson,', 'Frank', 'Lucas', 'establishes', 'himself', 'as', 'the', 'number', 'one', 'importer', 'of', 'heroin', 'in', 'the', 'Harlem', 'district', 'of', 'Manhattan.', 'He', 'does', 'so', 'by', 'buying', 'heroin', 'directly', 'from', 'the', 'source', 'in', 'South', 'East', 'Asia', 'and', 'he', 'comes', 'up', 'with', 'a', 'unique', 'way', 'of', 'importing', 'the', 'drugs', 'into', 'the', 'United', 'States.', 'Based', 'on', 'a', 'true', 'story.', 'denzelwashington', 'russellcrowe', 'chiwetelejiofor', 'ridleyscott']"
282,True Lies,"['action', 'thriller', 'spy', 'terrorist', 'florida', 'gun', 'kidnapping', 'horseback riding', 'florida keys', 'secret agent', 'terrorist plot', 'top secret', 'woman with glasses', 'hit with a telephone', 'truth serum', 'mushroom cloud', 'jackhammer', 'key west', 'Harry', 'Tasker', 'is', 'a', 'secret', 'agent', 'for', 'the', 'United', 'States', 'Government.', 'For', 'years,', 'he', 'has', 'kept', 'his', 'job', 'from', 'his', 'wife,', 'but', 'is', 'forced', 'to', 'reveal', 'his', 'identity', 'and', 'try', 'to', 'stop', 'nuclear', 'terrorists', 'when', 'he', 'and', 'his', 'wife', 'are', 'kidnapped', 'by', 'them.', 'arnoldschwarzenegger', 'jamieleecurtis', 'tomarnold', 'jamescameron']"
283,The Taking of Pelham 1 2 3,"['thriller', 'drama', 'crime', 'hostage', 'new york city', 'new york subway', 'subway train', 'stock market', 'motorcycle crash', 'subway tunnel', 'aftercreditsstinger', 'Armed', 'men', 'hijack', 'a', 'New', 'York', 'City', 'subway', 'train,', 'holding', 'the', 'passengers', 'hostage', 'in', 'return', 'for', 'a', 'ransom,', 'and', 'turning', 'an', 'ordinary', ""day's"", 'work', 'for', 'dispatcher', 'Walter', 'Garber', 'into', 'a', 'face-off', 'with', 'the', 'mastermind', 'behind', 'the', 'crime.', 'denzelwashington', 'johntravolta', 'luisguzmán', 'tonyscott']"
284,Little Fockers,"['comedy', 'romance', 'nurse', 'cat', 'father-in-law', 'vomit', 'kids and family', 'viagra', 'duringcreditsstinger', 'It', 'has', 'taken', '10', 'years,', 'two', 'little', 'Fockers', 'with', 'wife', 'Pam', 'and', 'countless', 'hurdles', 'for', 'Greg', 'to', 'finally', 'get', 'in', 'with', 'his', 'tightly', 'wound', 'father-in-law,', 'Jack.', 'After', 'the', 'cash-strapped', 'dad', 'takes', 'a', 'job', 'moonlighting', 'for', 'a', 'drug', 'company,', ""Jack's"", 'suspicions', 'about', 'his', 'favorite', 'male', 'nurse', 'come', 'roaring', 'back.', 'When', 'Greg', 'and', ""Pam's"", 'entire', 'clan', 'descends', 'for', 'the', ""twins'"", 'birthday', 'party,', 'Greg', 'must', 'prove', 'to', 'the', 'skeptical', 'Jack', 'that', ""he's"", 'fully', 'capable', 'as', 'the', 'man', 'of', 'the', 'house.', 'robertdeniro', 'benstiller', 'owenwilson', 'paulweitz']"
285,The Other Guys,"['action', 'comedy', 'crime', 'narration', 'ceo', 'fire truck', 'shot in the shoulder', 'zip line', 'buddy comedy', 'carjacking', 'aftercreditsstinger', 'duringcreditsstinger', 'NYPD', 'detectives', 'Christopher', 'Danson', '(Johnson)', 'and', 'P.K.', 'Highsmith', '(Jackson)', 'are', 'the', 'baddest', 'and', 'most', 'beloved', 'cops', 'in', 'New', 'York', 'City.', 'They', ""don't"", 'get', 'tattoos,', 'other', 'men', 'get', 'tattoos', 'of', 'them.', 'Two', 'desks', 'over', 'and', 'one', 'back,', 'sit', 'detectives', 'Allen', 'Gamble', '(Ferrell)', 'and', 'Terry', 'Hoitz', '(Wahlberg).', ""You've"", 'seen', 'them', 'in', 'the', 'background', 'of', 'photos', 'of', 'Danson', 'and', 'Highsmith,', 'out', 'of', 'focus', 'and', 'eyes', 'closed.', ""They're"", 'not', 'heroes,', ""they're"", '""the', 'other', 'guys.""', 'But', 'every', 'cop', 'has', 'his', 'or', 'her', 'day', 'and', 'soon', 'Gamble', 'and', 'Hoitz', 'stumble', 'into', 'a', 'seemingly', 'innocuous', 'case', 'no', 'other', 'detective', 'wants', 'to', 'touch', 'that', 'could', 'turn', 'into', ""NYC's"", 'biggest', 'crime.', ""It's"", 'the', 'opportunity', 'of', 'their', 'lives,', 'but', 'do', 'these', 'guys', 'have', 'the', 'right', 'stuff?', 'willferrell', 'markwahlberg', 'evamendes', 'adammckay']"
286,Eraser,"['action', 'drama', 'mystery', 'thriller', 'suicide', 'ambush', 'showdown', 'hostage', 'traitor', 'new identity', 'hitman', 'witness', 'witness protection', 'arms dealer', 'deception', 'betrayal', 'treason', 'conspiracy', 'u.s. marshal', 'gunfight', 'train', 'explosion', 'violence', 'sabotage', 'corporate crime', 'rogue agent', 'assassination attempt', 'x-ray vision', 'railgun', 'U.S.', 'Marshall', 'John', 'Kruger', 'erases', 'the', 'identities', 'of', 'people', 'enrolled', 'in', 'the', 'Witness', 'Protection', 'Program.', 'His', 'current', 'assignment', 'is', 'to', 'protect', 'Lee', 'Cullen,', ""who's"", 'uncovered', 'evidence', 'that', 'the', 'weapons', 'manufacturer', 'she', 'works', 'for', 'has', 'been', 'selling', 'to', 'terrorist', 'groups.', 'When', 'Kruger', 'discovers', 'that', ""there's"", 'a', 'corrupt', 'agent', 'within', 'the', 'program,', 'he', 'must', 'guard', 'his', 'own', 'life', 'while', 'trying', 'to', 'protect', ""Lee's."", 'arnoldschwarzenegger', 'jamescaan', 'vanessawilliams', 'chuckrussell']"
287,Django Unchained,"['drama', 'western', 'bounty hunter', 'hero', 'plantation', 'society', 'friendship', 'friends', 'revenge', 'rivalry', 'rescue', 'shootout', 'racism', 'danger', 'dentist', 'django', 'dual role', 'aftercreditsstinger', 'odd couple', 'black slave', 'deadly', 'chases and races', '19th century', 'With', 'the', 'help', 'of', 'a', 'German', 'bounty', 'hunter,', 'a', 'freed', 'slave', 'sets', 'out', 'to', 'rescue', 'his', 'wife', 'from', 'a', 'brutal', 'Mississippi', 'plantation', 'owner.', 'jamiefoxx', 'christophwaltz', 'leonardodicaprio', 'quentintarantino']"
288,The Hunchback of Notre Dame,"['drama', 'animation', 'family', 'paris', 'based on novel', 'judge', 'obsession', 'dance', 'sword', 'mockery', 'ugliness', 'cathedral', 'musical', 'fool', 'bell', 'religion', 'orphan', 'army captain', 'festival', 'angry mob', 'witch hunt', '15th century', 'When', 'Quasi', 'defies', 'the', 'evil', 'Frollo', 'and', 'ventures', 'out', 'to', 'the', 'Festival', 'of', 'Fools,', 'the', 'cruel', 'crowd', 'jeers', 'him.', 'Rescued', 'by', 'fellow', 'outcast', 'the', 'gypsy', 'Esmeralda,', 'Quasi', 'soon', 'finds', 'himself', 'battling', 'to', 'save', 'the', 'people', 'and', 'the', 'city', 'he', 'loves.', 'tomhulce', 'demimoore', 'tonyjay', 'garytrousdale', 'kirkwise']"
289,The Emperor's New Groove,"['adventure', 'animation', 'comedy', 'family', 'fantasy', 'central and south america', 'birthday', 'emperor', 'palace', 'kingdom', 'berater', 'llama', 'Kuzco', 'is', 'a', 'self-centered', 'emperor', 'who', 'summons', 'Pacha', 'from', 'a', 'village', 'and', 'to', 'tell', 'him', 'that', 'his', 'home', 'will', 'be', 'destroyed', 'to', 'make', 'room', 'for', ""Kuzco's"", 'new', 'summer', 'home.', ""Kuzco's"", 'advisor,', 'Yzma,', 'tries', 'to', 'poison', 'Kuzco', 'and', 'accidentally', 'turns', 'him', 'into', 'a', 'llama,', 'who', 'accidentally', 'ends', 'up', 'in', ""Pacha's"", 'village.', 'Pacha', 'offers', 'to', 'help', 'Kuzco', 'if', 'he', ""doesn't"", 'destroy', 'his', 'house,', 'and', 'so', 'they', 'form', 'an', 'unlikely', 'partnership.', 'davidspade', 'johngoodman', 'earthakitt', 'markdindal']"
290,The Expendables 2,"['action', 'adventure', 'thriller', 'airplane', 'number in title', 'airplane crash', 'violence', 'beard', 'ensemble cast', 'loss of friend', 'wisecrack humor', 'airport lounge', 'asian woman', 'Mr.', 'Church', 'reunites', 'the', 'Expendables', 'for', 'what', 'should', 'be', 'an', 'easy', 'paycheck,', 'but', 'when', 'one', 'of', 'their', 'men', 'is', 'murdered', 'on', 'the', 'job,', 'their', 'quest', 'for', 'revenge', 'puts', 'them', 'deep', 'in', 'enemy', 'territory', 'and', 'up', 'against', 'an', 'unexpected', 'threat.', 'sylvesterstallone', 'jasonstatham', 'dolphlundgren', 'simonwest']"
291,National Treasure,"['adventure', 'action', 'thriller', 'mystery', 'riddle', 'treasure', 'treasure hunt', 'archaeologist', 'archeology\xa0', 'Modern', 'treasure', 'hunters,', 'led', 'by', 'archaeologist', 'Ben', 'Gates,', 'search', 'for', 'a', 'chest', 'of', 'riches', 'rumored', 'to', 'have', 'been', 'stashed', 'away', 'by', 'George', 'Washington,', 'Thomas', 'Jefferson', 'and', 'Benjamin', 'Franklin', 'during', 'the', 'Revolutionary', 'War.', 'The', ""chest's"", 'whereabouts', 'may', 'lie', 'in', 'secret', 'clues', 'embedded', 'in', 'the', 'Constitution', 'and', 'the', 'Declaration', 'of', 'Independence,', 'and', 'Gates', 'is', 'in', 'a', 'race', 'to', 'find', 'the', 'gold', 'before', 'his', 'enemies', 'do.', 'nicolascage', 'dianekruger', 'justinbartha', 'jonturteltaub']"
292,Eragon,"['fantasy', 'action', 'adventure', 'family', 'based on novel', 'mythical creature', 'dragon', 'fantasy world', 'teenage hero', 'based on young adult novel', 'In', 'his', 'homeland', 'of', 'Alagaesia,', 'a', 'farm', 'boy', 'happens', 'upon', 'a', ""dragon's"", 'egg', '--', 'a', 'discovery', 'that', 'leads', 'him', 'on', 'a', 'predestined', 'journey', 'where', 'he', 'realized', ""he's"", 'the', 'one', 'person', 'who', 'can', 'defend', 'his', 'home', 'against', 'an', 'evil', 'king.', 'edspeleers', 'jeremyirons', 'siennaguillory', 'stefenfangmeier']"
293,Where the Wild Things Are,"['family', 'fantasy', ""children's book"", 'igloo', 'wolf costume', 'swallowed whole', 'hit with a rock', 'lying', 'falling down a hill', 'snowball fight', ""children's perspectives"", 'Max', 'imagines', 'running', 'away', 'from', 'his', 'mom', 'and', 'sailing', 'to', 'a', 'far-off', 'land', 'where', 'large', 'talking', 'beasts', '--', 'Ira,', 'Carol,', 'Douglas,', 'the', 'Bull,', 'Judith', 'and', 'Alexander', '--', 'crown', 'him', 'as', 'their', 'king,', 'play', 'rumpus,', 'build', 'forts', 'and', 'discover', 'secret', 'hideaways.', 'maxrecords', 'catherinekeener', 'laurenambrose', 'spikejonze']"
294,Epic,"['animation', 'adventure', 'family', 'fantasy', 'fantasy', 'miniature people', 'A', 'teenager', 'finds', 'herself', 'transported', 'to', 'a', 'deep', 'forest', 'setting', 'where', 'a', 'battle', 'between', 'the', 'forces', 'of', 'good', 'and', 'the', 'forces', 'of', 'evil', 'is', 'taking', 'place.', 'She', 'bands', 'together', 'with', 'a', 'rag-tag', 'group', 'characters', 'in', 'order', 'to', 'save', 'their', 'world', '--', 'and', 'ours.', 'joshhutcherson', 'amandaseyfried', 'colinfarrell', 'chriswedge']"
295,The Tourist,"['action', 'thriller', 'romance', 'paris', 'hotel', 'false identity', 'undercover agent', 'romance', 'American', 'tourist', 'Frank', '(Johnny', 'Depp)', 'meets', 'mysterious', 'British', 'woman', 'Elsie', '(Angelina', 'Jolie)', 'on', 'the', 'train', 'to', 'Venice.', 'Romance', 'seems', 'to', 'bud,', 'but', ""there's"", 'more', 'to', 'her', 'than', 'meets', 'the', 'eye.', 'Remake', 'of', 'the', '2005', 'French', 'film', '""Anthony', 'Zimmer"",', 'written', 'and', 'directed', 'by', 'Jérôme', 'Salle.', 'johnnydepp', 'angelinajolie', 'paulbettany', 'florianhenckelvondonnersmarck']"
296,End of Days,"['action', 'fantasy', 'horror', 'mystery', 'christianity', 'sex', ""new year's eve"", 'pastor', 'nudity', 'mephisto', 'nightmare', 'bible', 'satanist', 'faith', 'ex-cop', 'anti-christ', 'millenium', 'atheist', 'suspense', 'priest', 'hospital', 'train', 'new york city', 'explosion', 'church', 'violence', 'devil', 'woman in jeopardy', 'satanic', 'flashback', 'stigmata', 'On', 'December', '28th,', '1999,', 'the', 'citizens', 'of', 'New', 'York', 'City', 'are', 'getting', 'ready', 'for', 'the', 'turn', 'of', 'the', 'millennium.', 'However,', 'the', 'Devil', 'decides', 'to', 'crash', 'the', 'party', 'by', 'coming', 'to', 'the', 'city,', 'inhabiting', 'a', ""man's"", 'body,', 'and', 'searching', 'for', 'his', 'chosen', 'bride,', 'a', '20-year-old', 'woman', 'named', 'Christine', 'York.', 'The', 'world', 'will', 'end,', 'and', 'the', 'only', 'hope', 'lies', 'within', 'an', 'atheist', 'called', 'Jericho', 'Cane.', 'arnoldschwarzenegger', 'gabrielbyrne', 'kevinpollak', 'peterhyams']"
297,Blood Diamond,"['drama', 'thriller', 'action', 'rebel', 'journalist', 'journalism', 'loss of family', 'slavery', 'mercenary', 'diamond mine', 'sierra leone', 'bootlegger', 'fisherman', 'special unit', 'smuggling', 'genocide in rwanda', 'oppression', 'An', 'ex-mercenary', 'turned', 'smuggler.', 'A', 'Mende', 'fisherman.', 'Amid', 'the', 'explosive', 'civil', 'war', 'overtaking', '1999', 'Sierra', 'Leone,', 'these', 'men', 'join', 'for', 'two', 'desperate', 'missions:', 'recovering', 'a', 'rare', 'pink', 'diamond', 'of', 'immense', 'value', 'and', 'rescuing', 'the', ""fisherman's"", 'son', 'conscripted', 'as', 'a', 'child', 'soldier', 'into', 'the', 'brutal', 'rebel', 'forces', 'ripping', 'a', 'swath', 'of', 'torture', 'and', 'bloodshed', 'countrywide.', 'leonardodicaprio', 'djimonhounsou', 'jenniferconnelly', 'edwardzwick']"
298,The Wolf of Wall Street,"['crime', 'drama', 'comedy', 'corruption', 'sex', 'sexuality', 'bank', 'humor', 'biography', 'wall street', 'marriage crisis', 'rise and fall', 'stockbroker', 'drug', 'stock broker', 'A', 'New', 'York', 'stockbroker', 'refuses', 'to', 'cooperate', 'in', 'a', 'large', 'securities', 'fraud', 'case', 'involving', 'corruption', 'on', 'Wall', 'Street,', 'corporate', 'banking', 'world', 'and', 'mob', 'infiltration.', 'Based', 'on', 'Jordan', ""Belfort's"", 'autobiography.', 'leonardodicaprio', 'jonahhill', 'margotrobbie', 'martinscorsese']"
299,Batman Forever,"['action', 'crime', 'fantasy', 'riddle', 'dc comics', 'rose', 'gotham city', 'partner', 'superhero', 'robin', 'broken neck', 'psychologist', 'violence', 'criminal', 'district attorney', 'millionaire', 'falling down stairs', 'tied up', 'tommy gun', 'beretta', 'knocked out', 'super powers', 'disfigurement', 'father figure', 'The', 'Dark', 'Knight', 'of', 'Gotham', 'City', 'confronts', 'a', 'dastardly', 'duo:', 'Two-Face', 'and', 'the', 'Riddler.', 'Formerly', 'District', 'Attorney', 'Harvey', 'Dent,', 'Two-Face', 'believes', 'Batman', 'caused', 'the', 'courtroom', 'accident', 'which', 'left', 'him', 'disfigured', 'on', 'one', 'side.', 'And', 'Edward', 'Nygma,', 'computer-genius', 'and', 'former', 'employee', 'of', 'millionaire', 'Bruce', 'Wayne,', 'is', 'out', 'to', 'get', 'the', 'philanthropist;', 'as', 'The', 'Riddler.', 'Former', 'circus', 'acrobat', 'Dick', 'Grayson,', 'his', 'family', 'killed', 'by', 'Two-Face,', 'becomes', ""Wayne's"", 'ward', 'and', ""Batman's"", 'new', 'partner', 'Robin.', 'valkilmer', 'tommyleejones', 'jimcarrey', 'joelschumacher']"
